-6.416174262607097223e-01,1.965768403863929481e-02,-1.482145251381540074e+00,-3.489187412564893620e-01,-1.775316010710002335e+00
-1.549072159631713907e-01,1.119488046227319789e+00,6.691519388356799158e-01,8.956787102214438523e-01,-7.865720641446037886e-01
-4.740368974958941717e-01,-7.827788496003872387e-01,2.533325139643907709e-01,-1.191729484527221938e-01,-1.117183079036516258e+00
2.289582919641427461e-01,2.509472874608292131e-02,-1.178758655303457914e+00,8.598071053532430064e-01,1.082332242726543825e+00
1.118053623644669869e+00,-3.593204470835767772e+00,-4.801193595705801065e-01,5.643232501902368803e-01,1.376946840539917449e+00
-1.034297343288822502e+00,-4.990244364470778349e-01,-1.223918835006992500e+00,-7.002818939345641092e-02,9.848180305759093311e-01
-5.600731093040928199e-02,-1.399770881019625879e+00,2.945853032075066436e-01,1.878840203668944442e-01,2.304141769147020291e+00
-7.978065781982157656e-01,3.786955166342631518e-01,2.334188039401825510e+00,-1.581196890267081212e+00,8.755154751252528511e-01
2.118294819311461463e-01,4.753449662250547880e-01,1.153842315541145691e+00,4.974357271136201075e-01,7.523941661736572861e-01
5.333158762925808150e-01,7.343698857987177586e-01,-1.150260811195197297e+00,1.326579082811849331e+00,7.219661247060461529e-01
1.501948982017751177e+00,-2.852132857328798288e+00,1.984813784613712051e-01,5.412268077465214322e-01,-7.482849273450082883e-01
-3.603201034629940347e-01,-4.008505964547760536e-01,-2.552312000850020191e+00,7.889569649157229803e-01,-1.331772558313684574e+00
6.335124668735270248e-01,3.647217515052936232e-01,5.945553805463380664e-02,-8.199480301616486333e-01,1.124812337985263255e+00
-1.591507260892207398e+00,2.058923684392231390e+00,4.521029337653554858e-01,-7.011007290317030627e-01,1.452109280731128216e+00
-4.121915025836493385e-01,-4.298662839337529795e-01,5.289298698306120761e-01,-1.801977505097996368e-01,-7.798351328121653214e-01
3.473847649914824087e-01,-1.773511707542549942e-01,6.451615463082910340e-02,-1.650578137494318476e-01,1.001109081383441346e+00
-5.995410983394429127e-01,1.026013254029041644e+00,7.226910294037997007e-02,4.634885505578550946e-01,3.996007300520312833e-01
-8.327530677861780806e-01,-7.975618747596753266e-01,-2.072203127291592395e+00,1.057440234522014855e+00,-1.220563050270878858e+00
-7.187704863369669406e-01,-6.688796945169388497e-01,2.095431926874203876e-01,4.034864752713042124e-01,-2.453211238130077465e+00
8.591877656568365218e-01,-1.018250964717156037e+00,2.728110383836889197e-01,-2.521849274598885415e+00,1.532001887648959837e+00
-5.584912060060779337e-01,1.210679155536102503e+00,-1.301479399679617011e-03,-8.034943229511348761e-01,4.228250828214710211e-01
-1.029597291196038933e+00,-1.539620128692140710e-01,-3.555294641910997644e-01,-2.828778656850510664e+00,9.405963205602583255e-01
2.720374883198156679e-02,1.177273653936905973e+00,4.123954654286441923e-01,2.006763824349641290e+00,-6.961366711556833398e-01
-5.260314800977272665e-03,8.435869620937453961e-01,-6.607235898954634534e-02,-1.667074720248634012e+00,1.505258672288861010e+00
-7.470554702879964593e-01,-8.495592684599140298e-01,-1.584707090724533529e+00,2.307485607640051284e-01,4.803101238277258100e-01
4.470341492003720996e-01,2.078031151707081747e+00,9.169347286675818554e-01,-1.817457776808752423e-01,-4.769086538855313306e-01
8.636361216634889093e-01,-1.058248090927239149e+00,1.130502954524602588e+00,-3.022825538670081968e-01,-1.059508604206336191e+00
-2.652207743774830928e-01,9.379982873060918047e-01,-1.606496447083458401e+00,4.655085661128184338e-01,8.642366664459489867e-01
-1.641421221605810221e-01,5.035758720547026668e-01,4.925900156907897509e-01,-1.371953909020225404e-01,-1.345682956965750243e+00
-3.238094977042290101e-01,2.169348548881372629e+00,9.027928970954749444e-01,1.245801324159829582e+00,-6.071289168986956364e-01
1.000653184039092647e+00,2.545174258653274957e-01,1.419693088047243812e+00,8.598247988297769151e-01,-1.406988305998915223e+00
2.511572233342160287e-01,6.857371073956519680e-01,1.137370789849885266e+00,3.720344952401906102e-01,5.055375243111911443e-01
2.120569848226721565e-01,-1.507157328062425639e-01,-1.832085937704570067e-01,1.484235348074217420e+00,-8.787023640388857970e-03
-1.254744968151368656e-01,6.446286854968769076e-02,2.649526709583262640e+00,1.121929067190923224e+00,-4.730920785383564420e-01
8.265507191234364726e-01,-1.640671841662767916e+00,-1.667374012219659862e+00,1.140493456153827356e+00,2.277273600058135616e-02
-3.296619707009362799e-02,-5.591511912833674325e-01,-8.985461467092056287e-01,1.576843612915135306e+00,1.263375802336685005e+00
-1.534241483538249795e-01,4.634882736993490848e-01,-1.633954879864251808e+00,-6.339143369337408851e-01,-6.724841630066180631e-02
2.662082412625386696e-01,-9.148074137452512078e-01,4.003703456590816945e-01,1.582441206242821252e+00,-7.055366557868538724e-01
-1.440672932812439577e-02,-3.939707292164266739e-01,1.162788489757211885e-01,-1.582894621638787358e+00,1.759737606640355612e+00
4.897931496434875243e-01,-1.847186436453150726e+00,1.219814760347905480e+00,-9.972386920601832294e-01,3.771030625717539109e-01
-2.510357076039818613e-01,1.553687743893668260e+00,1.056845334615104104e+00,-1.290181162882452215e+00,1.702854266518037507e+00
-2.437177568880820322e-02,-3.905685012538839262e-01,-1.784834454375906043e+00,1.929722573713205325e+00,3.533553908065353300e-01
-3.693796661066910403e-01,-6.509345842263902782e-01,9.088885379882905013e-01,-2.832281331651004486e+00,2.567441872321157614e+00
8.917243875528892971e-01,-5.719698486586871633e-01,-1.620549735708617822e+00,2.415302428136567037e-01,4.767686721555455809e-02
9.667048578988376439e-01,-1.485238140231373238e+00,3.190217727752509558e-01,-3.296973675136284920e-01,-4.560437728952375647e-01
-1.490863027458101953e-01,1.014647619132362122e+00,6.775387762194566843e-01,-2.303391109990782226e+00,1.113759972367013962e+00
-7.874363533777120061e-01,4.623771934351941226e-01,3.011447892275400107e-01,-7.933315562899129203e-01,2.719867622896568471e-01
2.175604792589337921e-01,3.702528554009003603e-01,-5.702677595111284026e-01,6.882389774402800642e-01,-1.130350161390504704e+00
1.083226772932756266e+00,-9.580960668270162017e-01,6.622272876052934798e-01,-1.453185626966215782e+00,-1.148350056943310826e-01
7.952638353406724647e-01,1.261349822558997802e-01,-3.416642706432209131e-01,4.600485608205906463e-01,-1.434513777358701891e-01
-8.740238240472397724e-01,1.086919565400865206e+00,-2.195200597084209893e+00,1.046501365725803989e+00,-1.581404402062185077e-01
